dataset,strategy,budget,seed,macro_f1,accuracy,annotation_cost,selection_cost,total_cost,trajectory_type
yelp_polarity,uncertainty_al,100,2,0.3605015673981191,0.49,9.52,0.2,9.719999999999999,nested_cumulative
yelp_polarity,uncertainty_al,250,2,0.4032034755720635,0.553,23.799999999999997,0.5,24.299999999999997,nested_cumulative
yelp_polarity,uncertainty_al,500,2,0.6992248944238735,0.704,47.599999999999994,1.0,48.599999999999994,nested_cumulative
yelp_polarity,uncertainty_al,1000,2,0.8402393796866883,0.841,95.19999999999999,2.0,97.19999999999999,nested_cumulative
yelp_polarity,diversity_al,50,2,0.5396771483222796,0.588,4.76,0.15,4.91,nested_cumulative
yelp_polarity,diversity_al,100,2,0.4137806637806638,0.558,9.52,0.3,9.82,nested_cumulative
yelp_polarity,diversity_al,250,2,0.5832626998926371,0.646,23.799999999999997,0.75,24.549999999999997,nested_cumulative
yelp_polarity,diversity_al,500,2,0.7757292989759004,0.786,47.599999999999994,1.5,49.099999999999994,nested_cumulative
yelp_polarity,diversity_al,1000,2,0.8206921283844362,0.825,95.19999999999999,3.0,98.19999999999999,nested_cumulative
yelp_polarity,hybrid_al,50,2,0.5396771483222796,0.588,4.76,0.2,4.96,nested_cumulative
yelp_polarity,hybrid_al,100,2,0.5293674698795181,0.58,9.52,0.4,9.92,nested_cumulative
yelp_polarity,hybrid_al,250,2,0.34554973821989526,0.528,23.799999999999997,1.0,24.799999999999997,nested_cumulative
yelp_polarity,hybrid_al,500,2,0.7415440837637592,0.742,47.599999999999994,2.0,49.599999999999994,nested_cumulative
yelp_polarity,hybrid_al,1000,2,0.8545915476573696,0.855,95.19999999999999,4.0,99.19999999999999,nested_cumulative
yelp_polarity,random,50,3,0.4212343230908253,0.519,4.76,0.0,4.76,nested_cumulative
yelp_polarity,random,100,3,0.7120376547020729,0.722,9.52,0.0,9.52,nested_cumulative
yelp_polarity,random,250,3,0.7530164015404459,0.757,23.799999999999997,0.0,23.799999999999997,nested_cumulative
yelp_polarity,random,500,3,0.7622117865437013,0.773,47.599999999999994,0.0,47.599999999999994,nested_cumulative
yelp_polarity,random,1000,3,0.805704836709384,0.812,95.19999999999999,0.0,95.19999999999999,nested_cumulative
yelp_polarity,uncertainty_al,50,3,0.554302038161572,0.619,4.76,0.1,4.859999999999999,nested_cumulative
yelp_polarity,uncertainty_al,100,3,0.32065217391304346,0.472,9.52,0.2,9.719999999999999,nested_cumulative
yelp_polarity,uncertainty_al,250,3,0.3478901963390473,0.529,23.799999999999997,0.5,24.299999999999997,nested_cumulative
yelp_polarity,uncertainty_al,500,3,0.7220323947661811,0.723,47.599999999999994,1.0,48.599999999999994,nested_cumulative
yelp_polarity,uncertainty_al,1000,3,0.8252232491917852,0.829,95.19999999999999,2.0,97.19999999999999,nested_cumulative
yelp_polarity,diversity_al,50,3,0.5223846744364575,0.562,4.76,0.15,4.91,nested_cumulative
yelp_polarity,diversity_al,100,3,0.70897214620916,0.712,9.52,0.3,9.82,nested_cumulative
yelp_polarity,diversity_al,250,3,0.797757676738745,0.803,23.799999999999997,0.75,24.549999999999997,nested_cumulative
yelp_polarity,diversity_al,500,3,0.8018641198506486,0.807,47.599999999999994,1.5,49.099999999999994,nested_cumulative
yelp_polarity,diversity_al,1000,3,0.8276704201884613,0.831,95.19999999999999,3.0,98.19999999999999,nested_cumulative
yelp_polarity,hybrid_al,50,3,0.5223846744364575,0.562,4.76,0.2,4.96,nested_cumulative
yelp_polarity,hybrid_al,100,3,0.3478901963390473,0.529,9.52,0.4,9.92,nested_cumulative
yelp_polarity,hybrid_al,250,3,0.3994392309874619,0.511,23.799999999999997,1.0,24.799999999999997,nested_cumulative
yelp_polarity,hybrid_al,500,3,0.5698278954097896,0.639,47.599999999999994,2.0,49.599999999999994,nested_cumulative
yelp_polarity,hybrid_al,1000,3,0.806825696475131,0.811,95.19999999999999,4.0,99.19999999999999,nested_cumulative
yelp_polarity,random,50,4,0.37977636662952563,0.543,4.76,0.0,4.76,nested_cumulative
yelp_polarity,random,100,4,0.3617538181533685,0.535,9.52,0.0,9.52,nested_cumulative
yelp_polarity,random,250,4,0.4874151583710407,0.594,23.799999999999997,0.0,23.799999999999997,nested_cumulative
yelp_polarity,random,500,4,0.7487058350505101,0.76,47.599999999999994,0.0,47.599999999999994,nested_cumulative
yelp_polarity,random,1000,4,0.7786048765408892,0.788,95.19999999999999,0.0,95.19999999999999,nested_cumulative
yelp_polarity,uncertainty_al,50,4,0.5626936231523806,0.62,4.76,0.1,4.859999999999999,nested_cumulative
yelp_polarity,uncertainty_al,100,4,0.3913587730581388,0.506,9.52,0.2,9.719999999999999,nested_cumulative
yelp_polarity,uncertainty_al,250,4,0.34554973821989526,0.528,23.799999999999997,0.5,24.299999999999997,nested_cumulative
yelp_polarity,uncertainty_al,500,4,0.5553191869715226,0.602,47.599999999999994,1.0,48.599999999999994,nested_cumulative
yelp_polarity,uncertainty_al,1000,4,0.7358886377135934,0.755,95.19999999999999,2.0,97.19999999999999,nested_cumulative
yelp_polarity,diversity_al,50,4,0.34554973821989526,0.528,4.76,0.15,4.91,nested_cumulative
yelp_polarity,diversity_al,100,4,0.34554973821989526,0.528,9.52,0.3,9.82,nested_cumulative
yelp_polarity,diversity_al,250,4,0.659718408560272,0.697,23.799999999999997,0.75,24.549999999999997,nested_cumulative
yelp_polarity,diversity_al,500,4,0.8206833594157538,0.824,47.599999999999994,1.5,49.099999999999994,nested_cumulative
yelp_polarity,diversity_al,1000,4,0.8336936637285881,0.837,95.19999999999999,3.0,98.19999999999999,nested_cumulative
yelp_polarity,hybrid_al,50,4,0.34554973821989526,0.528,4.76,0.2,4.96,nested_cumulative
yelp_polarity,hybrid_al,100,4,0.32065217391304346,0.472,9.52,0.4,9.92,nested_cumulative
yelp_polarity,hybrid_al,250,4,0.4370283475865536,0.57,23.799999999999997,1.0,24.799999999999997,nested_cumulative
yelp_polarity,hybrid_al,500,4,0.7085905635194794,0.719,47.599999999999994,2.0,49.599999999999994,nested_cumulative
yelp_polarity,hybrid_al,1000,4,0.7197788003905583,0.744,95.19999999999999,4.0,99.19999999999999,nested_cumulative
